,doc_id,text,country,year,coding,difficult
CHN_66_2011.txt.87,CHN_66_2011.txt.87,"We hope that the  parties concerned will seize the opportunity, remain  engaged in dialogue and work for an early resumption  of the Six-Party Talks.",CHN,2011,security,1
CHN_66_2011.txt.88,CHN_66_2011.txt.88,We should promote balanced development  between the South and the North.,CHN,2011,development,0
CHN_66_2011.txt.89,CHN_66_2011.txt.89,The uneven  development between South and North is the biggest  imbalance in the global economy.,CHN,2011,development,0
CHN_66_2011.txt.90,CHN_66_2011.txt.90,"Without balanced  development, there can hardly be sustainable  development.",CHN,2011,development,0
CHN_66_2011.txt.91,CHN_66_2011.txt.91,"Unless underdeveloped countries shake  off poverty and grow their economies, there can be no  common global prosperity.",CHN,2011,development,0
CHN_66_2011.txt.92,CHN_66_2011.txt.92,Achieving the Millennium Development Goals on  a global scale and on schedule is an urgent and arduous  task.,CHN,2011,development,0
CHN_66_2011.txt.93,CHN_66_2011.txt.93,"Developed countries should honour their  commitments on official development assistance, open  their markets, reduce and cancel debt, and their step up  financial and technological support to developing  countries.",CHN,2011,development,0
CHN_66_2011.txt.94,CHN_66_2011.txt.94,"International financial institutions should  use their resources to help developing countries, and  particularly the LDCs, on a priority basis.",CHN,2011,development,0
CHN_66_2011.txt.95,CHN_66_2011.txt.95,"Developing  countries, on their part, should explore growth models  that are conducive to development and poverty  alleviation in order to achieve a higher level of  development.",CHN,2011,development,0
CHN_66_2011.txt.96,CHN_66_2011.txt.96,Food security has emerged as a major challenge.,CHN,2011,development,0
CHN_66_2011.txt.97,CHN_66_2011.txt.97,The Horn of Africa is suffering from massive famine  triggered by the most severe drought in 60 years.,CHN,2011,development,0
CHN_66_2011.txt.98,CHN_66_2011.txt.98,"The  international community should scale up assistance,  stabilize the price of food and other commodities, and  help developing countries enhance their capacity for  autonomous development so that all countries and  regions can enjoy the benefits of common  development.",CHN,2011,development,0
CHN_66_2011.txt.99,CHN_66_2011.txt.99,"The world witnessed major development,  transformation and adjustment in the first decade of the  twenty-first century.",CHN,2011,development,0
CHN_66_2011.txt.100,CHN_66_2011.txt.100,"During this period, China enjoyed  sustained and fast development, and its relations with  the outside world underwent profound changes.",CHN,2011,development,0
CHN_66_2011.txt.101,CHN_66_2011.txt.101,"China's achievements in development, and its possible  future course, have become a focus of international  attention.",CHN,2011,development,0
CHN_66_2011.txt.102,CHN_66_2011.txt.102,"Over the past 10 years, China's economy  continued to grow, and its people's living standards  rose markedly, thanks to the hard work of the Chinese  people.",CHN,2011,development,0
CHN_66_2011.txt.103,CHN_66_2011.txt.103,"Today, China has become the world's second- largest economy, largest exporter, second-largest  importer and largest emerging market.",CHN,2011,development,0
CHN_66_2011.txt.104,CHN_66_2011.txt.104,"The basic living  needs of China's 1.3 billion people are being  adequately met, and the number living in absolute  poverty has fallen drastically.",CHN,2011,development,0
CHN_66_2011.txt.105,CHN_66_2011.txt.105,"On the other hand, the difficulties China faces in  terms of development should not be ignored.",CHN,2011,development,0
CHN_66_2011.txt.106,CHN_66_2011.txt.106,"We  remain a developing country with a large population, a  weak economic foundation and serious imbalances and  lack of coordination in our development.",CHN,2011,development,0
CHN_66_2011.txt.107,CHN_66_2011.txt.107,China will  have to make persistent and strenuous efforts to  achieve its development goals.,CHN,2011,development,0
CHN_66_2011.txt.108,CHN_66_2011.txt.108,"Guided by our recently  adopted twelfth five-year plan for economic and social  development, we will pursue scientific development,  accelerate the shift in our growth model, advance  scientific and technological innovation and increase       11-51384 44    reforms and openness designed to promote long-term,  steady and fast economic development, as well as  social harmony and progress.",CHN,2011,development,0
CHN_66_2011.txt.109,CHN_66_2011.txt.109,"The world will see a  more open China, with more sustainable development  and greater social harmony.",CHN,2011,development,0
CHN_66_2011.txt.110,CHN_66_2011.txt.110,China's development has brought real benefits to  the Chinese people and contributed to global  development and prosperity.,CHN,2011,development,0
CHN_66_2011.txt.111,CHN_66_2011.txt.111,"During the past 10 years,  China imported close to, on average, $750 billion  worth of goods annually, creating more than 14 million  jobs for the relevant countries and regions.",CHN,2011,development,0
CHN_66_2011.txt.112,CHN_66_2011.txt.112,"At the end  of the twelfth five-year period in 2015, China's total  economic output will be around $8.6 trillion.",CHN,2011,development,0
CHN_66_2011.txt.113,CHN_66_2011.txt.113,"It is  expected that China will import about $10 trillion in  goods in the next five years, which will further boost  world economic growth.",CHN,2011,development,0
CHN_66_2011.txt.114,CHN_66_2011.txt.114,"China needs the world in  order to be able to continue to develop, and China's  development will in turn contribute more to the shared  development of the world as a whole.",CHN,2011,development,0
CHN_66_2011.txt.115,CHN_66_2011.txt.115,"As a developing country, China is committed to  enhancing mutually beneficial cooperation with other  developing countries, based on equality, and to  enhancing its efforts to provide them with assistance  and support.",CHN,2011,development,0
CHN_66_2011.txt.116,CHN_66_2011.txt.116,"China has cancelled 380 debts incurred by  50 heavily indebted poor countries and LDCs, and will  phase in zero-tariff treatment for 95 per cent of exports  from the African LDCs with which China has  diplomatic relations.",CHN,2011,development,0
CHN_66_2011.txt.117,CHN_66_2011.txt.117,"We have completed more than  2,100 projects, including building schools and  hospitals, in other developing countries, and trained  150,000 professionals in various fields for them.",CHN,2011,development,0
CHN_66_2011.txt.118,CHN_66_2011.txt.118,"In  sympathy with the pain of the countries and people in  the Horn of Africa hit by famine, China has decided to  provide those countries with RMB443.2 million in  emergency food assistance and cash for purchasing  food to help them overcome the famine.",CHN,2011,development,0
CHN_66_2011.txt.119,CHN_66_2011.txt.119,China has made notable efforts to achieve the  Millennium Development Goals.,CHN,2011,development,0
CHN_66_2011.txt.120,CHN_66_2011.txt.120,"As it continues to  develop, China will create more opportunities for  world peace, development and cooperation.",CHN,2011,development,1
CHN_66_2011.txt.121,CHN_66_2011.txt.121,"To advance  common development, we must foster a sound  international environment.",CHN,2011,development,0
CHN_66_2011.txt.122,CHN_66_2011.txt.122,"Over the years, China has  been dedicated to creating a peaceful international  environment in which it can develop.",CHN,2011,security,0
CHN_66_2011.txt.123,CHN_66_2011.txt.123,"At the same time,  it has contributed to enhancing world peace through its  own development.",CHN,2011,security,0
CHN_66_2011.txt.124,CHN_66_2011.txt.124,"China has actively assumed  international responsibilities as its capacity permits,  and has worked to promote the peaceful settlement of  issues in troubled areas.",CHN,2011,security,0
CHN_66_2011.txt.125,CHN_66_2011.txt.125,"China participates actively in international  peacekeeping operations; with a total of more than  19,000 personnel deployed in 28 United Nations  peacekeeping missions, China is the largest contributor  of United Nations peacekeeping personnel among  Security Council permanent members.",CHN,2011,security,0
CHN_66_2011.txt.126,CHN_66_2011.txt.126,"China has  provided assistance in cash and kind to countries hit by  earthquakes and tsunamis, and has sent rescue teams to  carry out humanitarian relief operations in the affected  areas.",CHN,2011,development,0
CHN_66_2011.txt.127,CHN_66_2011.txt.127,China is actively involved in the fight against  piracy and in other areas of international cooperation.,CHN,2011,security,0
CHN_66_2011.txt.128,CHN_66_2011.txt.128,All these efforts have contributed to maintaining world  peace and stability.,CHN,2011,security,0
CHN_66_2011.txt.129,CHN_66_2011.txt.129,The tide of history is surging forward.,CHN,2011,security,1
CHN_66_2011.txt.130,CHN_66_2011.txt.130,"In the next  decade, peace, development and cooperation will  remain trends of the times, and China will not waver in  its pursuit of development and progress.",CHN,2011,development,0
CHN_66_2011.txt.131,CHN_66_2011.txt.131,"Peaceful  development is the strategic choice that China has  made to build a modern, strong and prosperous country  and to make a greater contribution to the progress of  human civilization.",CHN,2011,development,1
CHN_66_2011.txt.132,CHN_66_2011.txt.132,"China will stay on that path,  pursuing an independent, peaceful foreign policy and a  win-win strategy of opening up its society.",CHN,2011,security,0
CHN_66_2011.txt.133,CHN_66_2011.txt.133,We are committed to achieving a better life for  the Chinese people and greater development and  prosperity for all humankind.,CHN,2011,development,0
CHN_66_2011.txt.134,CHN_66_2011.txt.134,"We will achieve those  goals through hard work, reforms and innovation, and  by conducting long-term friendly exchanges and  establishing equality-based, win-win cooperation with  other countries.",CHN,2011,development,0
CHN_66_2011.txt.135,CHN_66_2011.txt.135,"A prosperous, harmonious and stable  China that lives up to its responsibilities will make a  greater contribution to the prosperity and stability of  the world and the common development of humankind.",CHN,2011,development,0
CHN_66_2011.txt.136,CHN_66_2011.txt.136,"Let us work together to deepen cooperation and  achieve development by sharing opportunities and  meeting challenges together, and thus build a  harmonious world of lasting peace and common  prosperity.",CHN,2011,development,0
NOR_67_2012.txt.1,NOR_67_2012.txt.1,Leadership is about making choices.,NOR,2012,greeting,1
NOR_67_2012.txt.2,NOR_67_2012.txt.2,It is about the ability to make the right decision at the right moment and to have the stamina to deliver accordingly.,NOR,2012,greeting,1
NOR_67_2012.txt.3,NOR_67_2012.txt.3,"It is about the will to help shape the future of individuals, nations and the planet.",NOR,2012,greeting,1
NOR_67_2012.txt.4,NOR_67_2012.txt.4,"And it is about the courage that comes with seeking peace with one's enemies, as Yitzhak Rabin once told us.",NOR,2012,greeting,1
NOR_67_2012.txt.5,NOR_67_2012.txt.5,Leadership is also about creating the conditions for people to choose how to live their lives.,NOR,2012,greeting,1
NOR_67_2012.txt.6,NOR_67_2012.txt.6,Freedom is more than the mere absence of physical or legal obstacles.,NOR,2012,human,0
NOR_67_2012.txt.7,NOR_67_2012.txt.7,"The very purpose of the United Nations is to promote freedom for all people - freedom from want, freedom from fear, and the freedom to live in dignity.",NOR,2012,human,0
NOR_67_2012.txt.8,NOR_67_2012.txt.8,"People are only truly free when they are able to choose the way they want to live their own lives, regardless of race, gender or sexual orientation.",NOR,2012,human,0
